,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1128.2839,882.8567,8,1.9174
1,Pakistan,S8_G2,8,Super 8 stage,961.6215,798.3215,7,1.458
2,Ireland,A,4,Group stage,531.298,483.172,4,0.752
3,Canada,A,0,Group stage,401.0894,676.8249,4,-4.3084
4,United States of America,A,2,Group stage,439.4892,597.4771,4,-2.4686
5,England,S8_G2,14,Champion,1275.5921,1098.9407,9,1.2267
6,Australia,S8_G1,10,Super 8 stage,972.555,820.579,7,1.3569
7,Namibia,B,4,Group stage,465.5578,539.5455,4,-1.1561
8,Scotland,B,2,Group stage,476.4804,544.0793,4,-1.0562
9,Oman,B,0,Group stage,443.6267,594.9136,4,-2.3639
10,New Zealand,S8_G1,10,Semifinalist,1190.8271,918.1836,8,2.13
11,West Indies,S8_G2,10,Finalist,1355.2326,1124.394,9,1.603
12,Afghanistan,C,4,Group stage,561.8694,589.0311,4,-0.4244
13,Uganda,C,0,Group stage,460.8891,779.0903,4,-4.9719
14,Papua New Guinea,C,2,Group stage,497.8072,652.3954,4,-2.4154
15,South Africa,S8_G2,8,Super 8 stage,944.1565,867.9092,7,0.6808
16,Sri Lanka,D,4,Group stage,533.7234,462.68,4,1.1101
17,Bangladesh,S8_G1,6,Super 8 stage,844.6314,837.9689,7,0.0595
18,Netherlands,D,2,Group stage,500.9576,541.4287,4,-0.6324
19,Nepal,D,0,Group stage,438.5374,614.4342,4,-2.7484
