,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1131.0786,872.8546,8,2.0174
1,Pakistan,S8_G2,8,Super 8 stage,949.7639,800.7104,7,1.3308
2,Ireland,A,4,Group stage,526.8148,488.5255,4,0.5983
3,Canada,A,0,Group stage,398.7589,688.2636,4,-4.5235
4,United States of America,A,2,Group stage,447.1495,582.8263,4,-2.1199
5,England,S8_G2,10,Champion,1264.5424,1080.3557,9,1.2791
6,Australia,S8_G1,12,Finalist,1237.679,1083.5275,9,1.0705
7,Namibia,B,4,Group stage,468.3805,538.8715,4,-1.1014
8,Scotland,B,2,Group stage,484.2224,550.3751,4,-1.0336
9,Oman,B,0,Group stage,417.9386,588.2992,4,-2.6619
10,New Zealand,S8_G1,8,Super 8 stage,1046.9059,779.6819,7,2.3859
11,West Indies,S8_G2,14,Semifinalist,1221.8926,978.0957,8,1.9047
12,Afghanistan,C,4,Group stage,579.662,599.5949,4,-0.3115
13,Uganda,C,0,Group stage,408.7388,755.2571,4,-5.4143
14,Papua New Guinea,C,2,Group stage,497.4604,620.2701,4,-1.9189
15,South Africa,S8_G2,8,Super 8 stage,952.3095,872.0859,7,0.7163
16,Sri Lanka,D,4,Group stage,535.2369,476.0608,4,0.9246
17,Bangladesh,S8_G1,6,Super 8 stage,852.8439,833.6809,7,0.1711
18,Netherlands,D,2,Group stage,485.8214,536.3175,4,-0.789
19,Nepal,D,0,Group stage,434.5392,616.0851,4,-2.8367
