,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Semifinalist,1111.9664,887.0498,8,1.7572
1,Pakistan,S8_G2,8,Super 8 stage,964.7725,821.673,7,1.2777
2,Ireland,A,4,Group stage,523.5837,499.1602,4,0.3816
3,Canada,A,0,Group stage,393.1347,664.0054,4,-4.2324
4,United States of America,A,2,Group stage,464.583,578.3448,4,-1.7775
5,England,S8_G2,14,Champion,1259.5371,1096.7351,9,1.1306
6,Australia,S8_G1,8,Super 8 stage,983.7231,824.822,7,1.4188
7,Namibia,B,2,Group stage,459.2787,541.1575,4,-1.2794
8,Scotland,B,4,Group stage,470.8099,550.6906,4,-1.2481
9,Oman,B,0,Group stage,453.3012,571.4587,4,-1.8462
10,New Zealand,S8_G1,14,Finalist,1288.8172,1035.4398,9,1.7596
11,West Indies,S8_G2,10,Semifinalist,1203.3347,962.8633,8,1.8787
12,Afghanistan,C,4,Group stage,586.5085,593.0301,4,-0.1019
13,Uganda,C,0,Group stage,441.8592,765.9143,4,-5.0634
14,Papua New Guinea,C,2,Group stage,527.1428,658.1924,4,-2.0476
15,South Africa,S8_G2,8,Super 8 stage,943.7127,853.9069,7,0.8018
16,Sri Lanka,D,4,Group stage,519.5726,473.6433,4,0.7176
17,Bangladesh,S8_G1,6,Super 8 stage,852.5469,851.3305,7,0.0109
18,Netherlands,D,2,Group stage,496.1857,526.5945,4,-0.4751
19,Nepal,D,0,Group stage,428.063,616.4217,4,-2.9431
