,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1262.8955,1010.1566,9,1.7551
1,Pakistan,S8_G2,6,Super 8 stage,953.5837,803.7459,7,1.3378
2,Ireland,A,4,Group stage,511.0163,486.8399,4,0.3778
3,Canada,A,0,Group stage,387.8081,668.8463,4,-4.3912
4,United States of America,A,2,Group stage,447.1506,567.6966,4,-1.8835
5,England,S8_G2,14,Champion,1268.8739,1089.5405,9,1.2454
6,Australia,S8_G1,8,Super 8 stage,978.0548,816.1583,7,1.4455
7,Namibia,B,4,Group stage,473.9021,531.1816,4,-0.895
8,Scotland,B,2,Group stage,464.3951,543.2797,4,-1.2326
9,Oman,B,0,Group stage,421.9757,580.4714,4,-2.4765
10,New Zealand,S8_G1,12,Semifinalist,1179.1452,909.3748,8,2.1076
11,West Indies,S8_G2,10,Semifinalist,1234.0445,982.6627,8,1.9639
12,Afghanistan,C,4,Group stage,601.7291,603.9338,4,-0.0344
13,Uganda,C,0,Group stage,431.747,792.1218,4,-5.6309
14,Papua New Guinea,C,2,Group stage,503.7803,655.3095,4,-2.3676
15,South Africa,S8_G2,10,Super 8 stage,959.4224,857.299,7,0.9118
16,Sri Lanka,D,4,Group stage,524.6174,467.4187,4,0.8937
17,Bangladesh,S8_G1,6,Super 8 stage,860.0438,865.7992,7,-0.0514
18,Netherlands,D,2,Group stage,496.8303,525.3368,4,-0.4454
19,Nepal,D,0,Group stage,412.31,616.1527,4,-3.185
