,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1264.7083,1001.5586,9,1.8274
1,Pakistan,S8_G2,10,Semifinalist,1081.0321,949.6092,8,1.0267
2,Ireland,A,4,Group stage,505.8552,482.0041,4,0.3727
3,Canada,A,0,Group stage,389.9652,644.675,4,-3.9798
4,United States of America,A,2,Group stage,435.8993,566.5077,4,-2.0408
5,England,S8_G2,12,Semifinalist,1140.3925,960.5289,8,1.4052
6,Australia,S8_G1,12,Finalist,1233.0941,1077.3131,9,1.0818
7,Namibia,B,4,Group stage,467.828,536.9263,4,-1.0797
8,Scotland,B,2,Group stage,452.9671,543.3648,4,-1.4125
9,Oman,B,0,Group stage,439.6324,580.6018,4,-2.2026
10,New Zealand,S8_G1,10,Super 8 stage,1063.2007,773.9392,7,2.5827
11,West Indies,S8_G2,8,Super 8 stage,1085.5089,858.8187,7,2.024
12,Afghanistan,C,4,Group stage,575.3454,602.6324,4,-0.4264
13,Uganda,C,0,Group stage,445.1267,784.3474,4,-5.3003
14,Papua New Guinea,C,2,Group stage,511.4095,644.9721,4,-2.0869
15,South Africa,S8_G2,8,Super 8 stage,958.2471,884.0814,7,0.6622
16,Sri Lanka,D,4,Group stage,537.2829,475.8619,4,0.9597
17,Bangladesh,S8_G1,6,Super 8 stage,862.6587,853.6285,7,0.0806
18,Netherlands,D,2,Group stage,507.2927,538.8105,4,-0.4925
19,Nepal,D,0,Group stage,423.0485,620.3138,4,-3.0823
