,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.304,993.1241,9,1.8346
1,Pakistan,S8_G2,8,Super 8 stage,942.5388,804.9406,7,1.2286
2,Ireland,A,4,Group stage,517.3939,494.3984,4,0.3593
3,Canada,A,0,Group stage,380.7653,660.7653,4,-4.375
4,United States of America,A,2,Group stage,456.7978,565.6756,4,-1.7012
5,England,S8_G2,12,Semifinalist,1151.4285,969.8282,8,1.4188
6,Australia,S8_G1,10,Super 8 stage,979.7597,813.4682,7,1.4847
7,Namibia,B,4,Group stage,463.4601,550.8189,4,-1.365
8,Scotland,B,2,Group stage,475.2415,560.288,4,-1.3289
9,Oman,B,0,Group stage,441.3612,576.4158,4,-2.1102
10,New Zealand,S8_G1,10,Finalist,1320.5671,1042.7366,9,1.9294
11,West Indies,S8_G2,8,Super 8 stage,1086.2713,873.5307,7,1.8995
12,Afghanistan,C,4,Group stage,592.6876,605.4595,4,-0.1996
13,Uganda,C,0,Group stage,439.103,777.4222,4,-5.2862
14,Papua New Guinea,C,2,Group stage,505.2553,643.6193,4,-2.1619
15,South Africa,S8_G2,12,Semifinalist,1074.2518,986.8202,8,0.6831
16,Sri Lanka,S8_G1,6,Super 8 stage,872.8452,873.178,7,-0.003
17,Bangladesh,D,4,Group stage,519.1014,457.1834,4,0.9675
18,Netherlands,D,2,Group stage,495.2526,527.317,4,-0.501
19,Nepal,D,0,Group stage,425.6093,620.0058,4,-3.0374
