,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1272.7216,994.3893,9,1.9329
1,Pakistan,S8_G2,8,Super 8 stage,948.3867,813.5528,7,1.2039
2,Ireland,A,4,Group stage,531.8778,488.4178,4,0.6791
3,Canada,A,0,Group stage,396.1757,709.9066,4,-4.902
4,United States of America,A,2,Group stage,459.407,582.7827,4,-1.9277
5,England,S8_G2,12,Semifinalist,1123.9539,951.5605,8,1.3468
6,Australia,S8_G1,10,Super 8 stage,973.9776,815.4232,7,1.4157
7,Namibia,B,2,Group stage,467.8294,545.3824,4,-1.2118
8,Scotland,B,2,Group stage,466.9248,551.6292,4,-1.3235
9,Oman,B,2,Group stage,449.8334,591.3009,4,-2.2104
10,New Zealand,S8_G1,10,Finalist,1311.3264,1030.7505,9,1.9484
11,West Indies,S8_G2,12,Semifinalist,1228.967,979.2947,8,1.9506
12,Afghanistan,C,4,Group stage,580.568,587.2483,4,-0.1044
13,Uganda,C,0,Group stage,442.7822,752.3668,4,-4.8373
14,Papua New Guinea,C,2,Group stage,467.5024,655.2765,4,-2.934
15,South Africa,S8_G2,6,Super 8 stage,947.9302,860.0277,7,0.7848
16,Sri Lanka,D,4,Group stage,528.1117,477.0065,4,0.7985
17,Bangladesh,S8_G1,8,Super 8 stage,866.2551,848.8419,7,0.1555
18,Netherlands,D,2,Group stage,498.1929,549.9941,4,-0.8094
19,Nepal,D,0,Group stage,426.0633,603.6348,4,-2.7746
