,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1263.3247,1003.155,9,1.8067
1,Pakistan,S8_G2,8,Super 8 stage,956.2132,812.8353,7,1.2802
2,Ireland,A,4,Group stage,527.7336,482.0308,4,0.7141
3,Canada,A,0,Group stage,384.3987,681.9036,4,-4.6485
4,United States of America,A,2,Group stage,436.4422,559.629,4,-1.9248
5,England,S8_G2,12,Semifinalist,1134.3895,968.7574,8,1.294
6,Australia,S8_G1,10,Super 8 stage,960.8299,815.0451,7,1.3017
7,Namibia,B,4,Group stage,474.6389,528.1579,4,-0.8362
8,Scotland,B,2,Group stage,471.3977,548.0897,4,-1.1983
9,Oman,B,0,Group stage,437.1494,583.5545,4,-2.2876
10,New Zealand,S8_G1,10,Semifinalist,1174.1791,915.6789,8,2.0195
11,West Indies,S8_G2,12,Finalist,1353.7179,1090.4973,9,1.8279
12,Afghanistan,C,4,Group stage,582.7407,601.8037,4,-0.2979
13,Uganda,C,0,Group stage,423.2629,768.143,4,-5.3888
14,Papua New Guinea,C,2,Group stage,495.86,634.2387,4,-2.1622
15,South Africa,S8_G2,6,Super 8 stage,950.5661,887.4331,7,0.5637
16,Sri Lanka,D,4,Group stage,532.9014,479.5767,4,0.8332
17,Bangladesh,S8_G1,8,Super 8 stage,848.7924,839.922,7,0.0792
18,Netherlands,D,2,Group stage,500.0918,546.5972,4,-0.7266
19,Nepal,D,0,Group stage,428.2531,589.8342,4,-2.5247
