,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1247.3924,995.314,9,1.7505
1,Pakistan,S8_G2,8,Super 8 stage,965.509,820.6895,7,1.293
2,Ireland,A,4,Group stage,535.1641,496.1431,4,0.6097
3,Canada,A,0,Group stage,392.4478,693.4618,4,-4.7033
4,United States of America,A,2,Group stage,450.9056,555.9848,4,-1.6419
5,England,S8_G2,14,Finalist,1268.8048,1077.6905,9,1.3272
6,Australia,S8_G1,10,Super 8 stage,981.203,814.346,7,1.4898
7,Namibia,B,4,Group stage,460.6377,545.3531,4,-1.3237
8,Scotland,B,2,Group stage,468.2885,547.5201,4,-1.238
9,Oman,B,0,Group stage,438.2996,590.915,4,-2.3846
10,New Zealand,S8_G1,10,Semifinalist,1169.6558,905.1057,8,2.0668
11,West Indies,S8_G2,10,Semifinalist,1229.2899,973.7987,8,1.996
12,Afghanistan,C,4,Group stage,582.3257,585.1592,4,-0.0443
13,Uganda,C,0,Group stage,431.9111,758.9748,4,-5.1104
14,Papua New Guinea,C,2,Group stage,496.4371,668.9096,4,-2.6949
15,South Africa,S8_G2,8,Super 8 stage,960.538,888.2452,7,0.6455
16,Sri Lanka,D,4,Group stage,523.8718,471.5677,4,0.8173
17,Bangladesh,S8_G1,6,Super 8 stage,853.2519,844.4998,7,0.0781
18,Netherlands,D,2,Group stage,502.5206,531.1294,4,-0.447
19,Nepal,D,0,Group stage,421.7414,615.3879,4,-3.0257
