,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1252.0252,1013.5911,9,1.6558
1,Pakistan,S8_G2,8,Super 8 stage,958.6491,811.6101,7,1.3128
2,Ireland,A,4,Group stage,538.8993,473.7501,4,1.018
3,Canada,A,0,Group stage,380.1548,700.367,4,-5.0033
4,United States of America,A,2,Group stage,452.4861,568.8539,4,-1.8182
5,England,S8_G2,14,Semifinalist,1137.7773,963.8661,8,1.3587
6,Australia,S8_G1,10,Super 8 stage,981.6342,813.121,7,1.5046
7,Namibia,B,4,Group stage,477.8985,539.1399,4,-0.9569
8,Scotland,B,2,Group stage,460.7928,557.2841,4,-1.5077
9,Oman,B,0,Group stage,438.3605,594.585,4,-2.441
10,New Zealand,S8_G1,12,Finalist,1291.2338,1037.6313,9,1.7611
11,West Indies,S8_G2,10,Semifinalist,1248.648,991.4158,8,2.0096
12,Afghanistan,C,4,Group stage,601.6807,619.8649,4,-0.2841
13,Uganda,C,0,Group stage,435.505,785.0037,4,-5.4609
14,Papua New Guinea,C,2,Group stage,517.8415,638.7482,4,-1.8892
15,South Africa,S8_G2,8,Super 8 stage,944.0918,857.4706,7,0.7734
16,Sri Lanka,D,4,Group stage,513.0903,481.7652,4,0.4895
17,Bangladesh,S8_G1,6,Super 8 stage,862.0947,832.3006,7,0.266
18,Netherlands,D,2,Group stage,493.1811,541.0221,4,-0.7475
19,Nepal,D,0,Group stage,429.492,594.1456,4,-2.5727
