,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1267.599,1012.7897,9,1.7695
1,Pakistan,S8_G2,8,Super 8 stage,970.4953,817.8069,7,1.3633
2,Ireland,A,4,Group stage,507.3317,475.1505,4,0.5028
3,Canada,A,0,Group stage,383.1488,661.0037,4,-4.3415
4,United States of America,A,2,Group stage,441.0184,563.837,4,-1.919
5,England,S8_G2,12,Finalist,1258.6311,1093.6076,9,1.146
6,Australia,S8_G1,10,Super 8 stage,967.2125,813.5398,7,1.3721
7,Namibia,B,2,Group stage,453.8991,559.4717,4,-1.6496
8,Scotland,B,4,Group stage,482.8541,539.18,4,-0.8801
9,Oman,B,0,Group stage,437.9062,570.5686,4,-2.0728
10,New Zealand,S8_G1,12,Semifinalist,1189.9452,927.9496,8,2.0468
11,West Indies,S8_G2,10,Semifinalist,1228.6247,983.2007,8,1.9174
12,Afghanistan,C,4,Group stage,559.1619,593.4227,4,-0.5353
13,Uganda,C,0,Group stage,422.8726,773.741,4,-5.4823
14,Papua New Guinea,C,2,Group stage,514.2661,637.5829,4,-1.9268
15,South Africa,S8_G2,8,Super 8 stage,963.0376,877.9242,7,0.7599
16,Sri Lanka,D,4,Group stage,530.7678,474.5323,4,0.8787
17,Bangladesh,S8_G1,6,Super 8 stage,858.023,832.4774,7,0.2281
18,Netherlands,D,2,Group stage,481.6984,526.2502,4,-0.6961
19,Nepal,D,0,Group stage,428.0102,612.4672,4,-2.8821
