,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,10,Super 8 stage,992.5592,754.3888,7,2.1265
1,Pakistan,S8_G2,6,Super 8 stage,937.1914,821.4867,7,1.0331
2,Ireland,A,4,Group stage,521.707,482.1654,4,0.6178
3,Canada,A,0,Group stage,399.1508,671.5949,4,-4.2569
4,United States of America,A,2,Group stage,432.152,553.8489,4,-1.9015
5,England,S8_G2,14,Champion,1289.0361,1107.5731,9,1.2602
6,Australia,S8_G1,12,Semifinalist,1114.1436,938.2811,8,1.3739
7,Namibia,B,4,Group stage,459.7042,544.1007,4,-1.3187
8,Scotland,B,2,Group stage,461.9005,554.4906,4,-1.4467
9,Oman,B,0,Group stage,441.8228,575.2697,4,-2.0851
10,New Zealand,S8_G1,12,Finalist,1298.3742,1054.4455,9,1.6939
11,West Indies,S8_G2,10,Semifinalist,1234.2603,981.766,8,1.9726
12,Afghanistan,C,4,Group stage,592.081,604.0341,4,-0.1868
13,Uganda,C,0,Group stage,448.9809,762.5116,4,-4.8989
14,Papua New Guinea,C,2,Group stage,523.4685,670.1006,4,-2.2911
15,South Africa,S8_G2,10,Super 8 stage,948.3537,873.3329,7,0.6698
16,Sri Lanka,D,4,Group stage,528.3451,478.6196,4,0.777
17,Bangladesh,S8_G1,6,Super 8 stage,867.3075,844.8636,7,0.2004
18,Netherlands,D,2,Group stage,517.0911,530.6281,4,-0.2115
19,Nepal,D,0,Group stage,418.9034,623.0315,4,-3.1895
