,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1242.3218,988.3973,9,1.7634
1,Pakistan,S8_G2,6,Super 8 stage,955.3952,810.9708,7,1.2895
2,Ireland,A,4,Group stage,526.3375,475.7332,4,0.7907
3,Canada,A,0,Group stage,394.4904,687.0589,4,-4.5714
4,United States of America,A,2,Group stage,442.4063,563.5115,4,-1.8923
5,England,S8_G2,12,Semifinalist,1133.9613,968.3563,8,1.2938
6,Australia,S8_G1,12,Champion,1254.1731,1055.2305,9,1.3815
7,Namibia,B,2,Group stage,450.6365,533.0912,4,-1.2884
8,Scotland,B,4,Group stage,474.5048,554.319,4,-1.2471
9,Oman,B,0,Group stage,429.3124,576.0827,4,-2.2933
10,New Zealand,S8_G1,10,Super 8 stage,1048.8554,782.1377,7,2.3814
11,West Indies,S8_G2,8,Super 8 stage,1082.851,858.4142,7,2.0039
12,Afghanistan,C,4,Group stage,576.2081,598.0304,4,-0.341
13,Uganda,C,0,Group stage,446.7592,766.3699,4,-4.9939
14,Papua New Guinea,C,2,Group stage,498.1641,640.0338,4,-2.2167
15,South Africa,S8_G2,12,Semifinalist,1082.1783,984.068,8,0.7665
16,Sri Lanka,S8_G1,6,Super 8 stage,876.5615,885.5097,7,-0.0799
17,Bangladesh,D,4,Group stage,513.743,464.113,4,0.7755
18,Netherlands,D,2,Group stage,489.7725,543.5855,4,-0.8408
19,Nepal,D,0,Group stage,431.1174,614.7363,4,-2.869
