,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1269.245,981.7794,9,1.9963
1,Pakistan,S8_G2,8,Super 8 stage,955.7158,813.0401,7,1.2739
2,Ireland,A,4,Group stage,519.5324,503.1897,4,0.2554
3,Canada,A,0,Group stage,394.1885,677.2514,4,-4.4229
4,United States of America,A,2,Group stage,452.1968,572.6288,4,-1.8818
5,England,S8_G2,14,Finalist,1260.5103,1087.4236,9,1.202
6,Australia,S8_G1,10,Super 8 stage,978.6567,820.3867,7,1.4131
7,Namibia,B,4,Group stage,481.9206,544.2397,4,-0.9737
8,Scotland,B,2,Group stage,462.0597,559.7906,4,-1.527
9,Oman,B,0,Group stage,441.5367,577.4135,4,-2.1231
10,New Zealand,S8_G1,10,Semifinalist,1180.5437,916.4886,8,2.0629
11,West Indies,S8_G2,8,Super 8 stage,1095.5494,839.1797,7,2.289
12,Afghanistan,C,4,Group stage,554.4837,635.2639,4,-1.2622
13,Uganda,C,0,Group stage,439.5864,732.2378,4,-4.5727
14,Papua New Guinea,C,2,Group stage,495.4681,636.9815,4,-2.2111
15,South Africa,S8_G2,10,Semifinalist,1064.2655,993.0264,8,0.5566
16,Sri Lanka,D,4,Group stage,510.7202,474.8352,4,0.5607
17,Bangladesh,S8_G1,6,Super 8 stage,825.4986,836.8685,7,-0.1015
18,Netherlands,D,2,Group stage,496.7807,511.8192,4,-0.235
19,Nepal,D,0,Group stage,430.0009,594.6155,4,-2.5721
