,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1256.5748,1005.2962,9,1.745
1,Pakistan,S8_G2,6,Super 8 stage,950.6685,814.2735,7,1.2178
2,Ireland,A,4,Group stage,539.9368,478.6152,4,0.9581
3,Canada,A,0,Group stage,389.9235,679.6213,4,-4.5265
4,United States of America,A,2,Group stage,437.592,579.1945,4,-2.2125
5,England,S8_G2,14,Semifinalist,1145.7002,963.8507,8,1.4207
6,Australia,S8_G1,8,Super 8 stage,977.0868,813.1482,7,1.4637
7,Namibia,B,4,Group stage,462.1597,536.7725,4,-1.1658
8,Scotland,B,2,Group stage,460.98,556.8044,4,-1.4973
9,Oman,B,0,Group stage,426.0523,578.0162,4,-2.3744
10,New Zealand,S8_G1,12,Finalist,1298.8445,1021.5731,9,1.9255
11,West Indies,S8_G2,10,Semifinalist,1222.3043,970.3927,8,1.9681
12,Afghanistan,C,4,Group stage,562.8582,573.1723,4,-0.1612
13,Uganda,C,0,Group stage,421.5775,754.7364,4,-5.2056
14,Papua New Guinea,C,2,Group stage,510.2519,668.1991,4,-2.4679
15,South Africa,S8_G2,10,Super 8 stage,948.7681,861.1377,7,0.7824
16,Sri Lanka,D,4,Group stage,529.7505,485.3352,4,0.694
17,Bangladesh,S8_G1,6,Super 8 stage,853.0648,844.652,7,0.0751
18,Netherlands,D,2,Group stage,492.6191,527.1518,4,-0.5396
19,Nepal,D,0,Group stage,427.4483,602.2185,4,-2.7308
