,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1264.8158,1010.0653,9,1.7691
1,Pakistan,S8_G2,8,Super 8 stage,956.144,822.6503,7,1.1919
2,Ireland,A,4,Group stage,533.0148,484.3119,4,0.761
3,Canada,A,0,Group stage,378.8767,690.8464,4,-4.8745
4,United States of America,A,2,Group stage,469.1679,561.6383,4,-1.4448
5,England,S8_G2,14,Semifinalist,1114.7193,976.4921,8,1.0799
6,Australia,S8_G1,10,Super 8 stage,986.8832,813.379,7,1.5491
7,Namibia,B,2,Group stage,458.8514,529.7654,4,-1.108
8,Scotland,B,2,Group stage,464.5068,545.6465,4,-1.2678
9,Oman,B,2,Group stage,438.34,571.8102,4,-2.0855
10,New Zealand,S8_G1,12,Finalist,1296.8936,1040.1963,9,1.7826
11,West Indies,S8_G2,10,Semifinalist,1200.1372,989.0208,8,1.6493
12,Afghanistan,C,4,Group stage,588.7395,580.0387,4,0.136
13,Uganda,C,0,Group stage,433.1785,778.2808,4,-5.3922
14,Papua New Guinea,C,2,Group stage,527.9472,639.536,4,-1.7436
15,South Africa,S8_G2,8,Super 8 stage,961.4873,873.7683,7,0.7832
16,Sri Lanka,S8_G1,6,Super 8 stage,874.2737,880.6578,7,-0.057
17,Bangladesh,D,4,Group stage,513.3118,450.8707,4,0.9756
18,Netherlands,D,2,Group stage,493.6316,561.0083,4,-1.0528
19,Nepal,D,0,Group stage,426.1882,581.1255,4,-2.4209
