,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1243.8118,996.2804,9,1.719
1,Pakistan,S8_G2,10,Semifinalist,1060.4755,929.898,8,1.0201
2,Ireland,A,4,Group stage,493.9388,492.1044,4,0.0287
3,Canada,A,0,Group stage,411.5445,619.7908,4,-3.2538
4,United States of America,A,2,Group stage,422.961,575.0396,4,-2.3762
5,England,S8_G2,14,Champion,1255.423,1080.2952,9,1.2162
6,Australia,S8_G1,10,Super 8 stage,980.6042,829.1157,7,1.3526
7,Namibia,B,4,Group stage,467.7822,536.7987,4,-1.0784
8,Scotland,B,2,Group stage,481.5146,554.836,4,-1.1456
9,Oman,B,0,Group stage,432.8519,577.9988,4,-2.2679
10,New Zealand,S8_G1,10,Semifinalist,1179.3837,910.4707,8,2.1009
11,West Indies,S8_G2,6,Super 8 stage,1077.7024,840.5343,7,2.1176
12,Afghanistan,C,4,Group stage,566.2854,597.5088,4,-0.4879
13,Uganda,C,0,Group stage,439.4526,754.1009,4,-4.9164
14,Papua New Guinea,C,2,Group stage,496.4784,649.5998,4,-2.3925
15,South Africa,S8_G2,10,Super 8 stage,965.1328,846.6252,7,1.0581
16,Sri Lanka,D,4,Group stage,531.6076,483.2665,4,0.7553
17,Bangladesh,S8_G1,6,Super 8 stage,854.5998,854.2019,7,0.0036
18,Netherlands,D,2,Group stage,495.5762,535.8407,4,-0.6291
19,Nepal,D,0,Group stage,426.1053,618.9251,4,-3.0128
