,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1257.1218,977.5468,9,1.9415
1,Pakistan,S8_G2,8,Super 8 stage,957.4728,810.7538,7,1.31
2,Ireland,A,4,Group stage,520.4427,476.2136,4,0.6911
3,Canada,A,0,Group stage,368.6158,669.2471,4,-4.6974
4,United States of America,A,2,Group stage,430.7093,567.393,4,-2.1357
5,England,S8_G2,14,Finalist,1273.7488,1081.9228,9,1.3321
6,Australia,S8_G1,12,Semifinalist,1124.3849,944.1232,8,1.4083
7,Namibia,B,2,Group stage,448.7108,536.7598,4,-1.3758
8,Scotland,B,4,Group stage,462.933,545.6053,4,-1.2918
9,Oman,B,0,Group stage,435.2986,584.529,4,-2.3317
10,New Zealand,S8_G1,8,Super 8 stage,1033.1978,788.2489,7,2.187
11,West Indies,S8_G2,12,Semifinalist,1201.6289,981.3445,8,1.721
12,Afghanistan,C,4,Group stage,589.3289,590.7788,4,-0.0227
13,Uganda,C,0,Group stage,430.047,760.3343,4,-5.1607
14,Papua New Guinea,C,2,Group stage,514.0636,651.9165,4,-2.154
15,South Africa,S8_G2,6,Super 8 stage,950.3183,866.192,7,0.7511
16,Sri Lanka,D,4,Group stage,533.1691,486.9333,4,0.7224
17,Bangladesh,S8_G1,8,Super 8 stage,878.7283,851.8757,7,0.2398
18,Netherlands,D,2,Group stage,498.503,532.8116,4,-0.5361
19,Nepal,D,0,Group stage,408.3347,612.228,4,-3.1858
