,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1247.8073,1000.806,9,1.7153
1,Pakistan,S8_G2,6,Super 8 stage,950.4021,813.4083,7,1.2232
2,Ireland,A,4,Group stage,525.7627,484.6684,4,0.6421
3,Canada,A,0,Group stage,372.9802,677.9045,4,-4.7644
4,United States of America,A,2,Group stage,447.7726,562.793,4,-1.7972
5,England,S8_G2,12,Semifinalist,1135.6115,955.4262,8,1.4077
6,Australia,S8_G1,12,Super 8 stage,977.7264,798.8351,7,1.5972
7,Namibia,B,4,Group stage,462.6828,532.994,4,-1.0986
8,Scotland,B,2,Group stage,460.3094,537.0421,4,-1.1989
9,Oman,B,0,Group stage,423.2157,583.6467,4,-2.5067
10,New Zealand,S8_G1,12,Finalist,1303.4267,1045.8026,9,1.7891
11,West Indies,S8_G2,10,Semifinalist,1240.0415,982.3979,8,2.0128
12,Afghanistan,C,4,Group stage,568.2348,630.9038,4,-0.9792
13,Uganda,C,0,Group stage,473.545,768.6652,4,-4.6113
14,Papua New Guinea,C,2,Group stage,500.4105,636.0085,4,-2.1187
15,South Africa,S8_G2,10,Super 8 stage,960.3694,865.0792,7,0.8508
16,Sri Lanka,D,4,Group stage,517.8574,473.1496,4,0.6986
17,Bangladesh,S8_G1,6,Super 8 stage,856.5353,850.5542,7,0.0534
18,Netherlands,D,2,Group stage,489.591,527.1114,4,-0.5863
19,Nepal,D,0,Group stage,433.24,620.3256,4,-2.9232
