,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1243.2606,1005.2861,9,1.6526
1,Pakistan,S8_G2,8,Super 8 stage,950.353,822.4115,7,1.1423
2,Ireland,A,4,Group stage,516.4264,482.058,4,0.537
3,Canada,A,0,Group stage,405.6794,687.4985,4,-4.4034
4,United States of America,A,2,Group stage,461.7708,547.7048,4,-1.3427
5,England,S8_G2,12,Finalist,1271.6106,1087.5626,9,1.2781
6,Australia,S8_G1,12,Semifinalist,1123.4062,952.7701,8,1.3331
7,Namibia,B,2,Group stage,463.4266,527.0901,4,-0.9947
8,Scotland,B,4,Group stage,450.5129,546.2883,4,-1.4965
9,Oman,B,0,Group stage,418.5054,577.4386,4,-2.4833
10,New Zealand,S8_G1,10,Super 8 stage,1038.2784,782.9283,7,2.2799
11,West Indies,S8_G2,10,Semifinalist,1227.3429,991.0936,8,1.8457
12,Afghanistan,C,4,Group stage,588.8348,608.4286,4,-0.3062
13,Uganda,C,0,Group stage,448.629,767.1126,4,-4.9763
14,Papua New Guinea,C,2,Group stage,509.2512,642.1091,4,-2.0759
15,South Africa,S8_G2,8,Super 8 stage,963.4541,869.2891,7,0.8408
16,Sri Lanka,D,4,Group stage,519.8553,479.4739,4,0.631
17,Bangladesh,S8_G1,6,Super 8 stage,832.0399,845.2048,7,-0.1175
18,Netherlands,D,2,Group stage,506.8613,526.335,4,-0.3043
19,Nepal,D,0,Group stage,434.5278,625.9427,4,-2.9909
