,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1270.6215,998.3428,9,1.8908
1,Pakistan,S8_G2,8,Super 8 stage,959.8903,805.8653,7,1.3752
2,Ireland,A,4,Group stage,505.6165,469.1434,4,0.5699
3,Canada,A,0,Group stage,388.1894,659.8874,4,-4.2453
4,United States of America,A,2,Group stage,425.7783,571.6156,4,-2.2787
5,England,S8_G2,14,Semifinalist,1139.9468,983.0415,8,1.2258
6,Australia,S8_G1,10,Super 8 stage,963.8642,789.715,7,1.5549
7,Namibia,B,2,Group stage,480.9027,552.3773,4,-1.1168
8,Scotland,B,4,Group stage,473.7059,549.2774,4,-1.1808
9,Oman,B,0,Group stage,442.7983,589.9551,4,-2.2993
10,New Zealand,S8_G1,10,Finalist,1298.3583,1035.165,9,1.8277
11,West Indies,S8_G2,10,Semifinalist,1222.9998,997.9074,8,1.7585
12,Afghanistan,C,4,Group stage,586.0475,569.2394,4,0.2626
13,Uganda,C,0,Group stage,412.3225,754.5788,4,-5.3478
14,Papua New Guinea,C,2,Group stage,472.151,635.2035,4,-2.5477
15,South Africa,S8_G2,8,Super 8 stage,953.2616,858.9716,7,0.8419
16,Sri Lanka,D,4,Group stage,526.0612,478.3953,4,0.7448
17,Bangladesh,S8_G1,6,Super 8 stage,857.4905,833.9913,7,0.2098
18,Netherlands,D,2,Group stage,481.6368,532.3873,4,-0.793
19,Nepal,D,0,Group stage,433.7972,630.3802,4,-3.0716
