,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1257.2423,1010.2459,9,1.7153
1,Pakistan,S8_G2,6,Super 8 stage,970.2638,823.3976,7,1.3113
2,Ireland,A,4,Group stage,514.622,467.9029,4,0.73
3,Canada,A,0,Group stage,396.9923,691.8619,4,-4.6073
4,United States of America,A,2,Group stage,453.979,574.7942,4,-1.8877
5,England,S8_G2,14,Semifinalist,1145.1831,967.4502,8,1.3885
6,Australia,S8_G1,12,Finalist,1237.642,1078.2822,9,1.1067
7,Namibia,B,2,Group stage,450.2261,551.5169,4,-1.5827
8,Scotland,B,4,Group stage,469.808,529.7867,4,-0.9372
9,Oman,B,0,Group stage,430.352,572.5896,4,-2.2225
10,New Zealand,S8_G1,10,Super 8 stage,1052.016,792.7043,7,2.3153
11,West Indies,S8_G2,10,Semifinalist,1233.2964,973.3472,8,2.0309
12,Afghanistan,C,4,Group stage,564.1033,586.5167,4,-0.3502
13,Uganda,C,0,Group stage,427.4557,766.0211,4,-5.2901
14,Papua New Guinea,C,2,Group stage,497.9517,647.8015,4,-2.3414
15,South Africa,S8_G2,10,Super 8 stage,953.8738,876.1676,7,0.6938
16,Sri Lanka,D,4,Group stage,523.6807,475.8182,4,0.7479
17,Bangladesh,S8_G1,6,Super 8 stage,864.587,843.7075,7,0.1864
18,Netherlands,D,2,Group stage,513.1856,540.4831,4,-0.4265
19,Nepal,D,0,Group stage,437.3656,623.4312,4,-2.9073
