,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1250.2401,1011.2554,9,1.6596
1,Pakistan,S8_G2,6,Super 8 stage,953.475,840.6513,7,1.0074
2,Ireland,A,4,Group stage,518.8979,479.4492,4,0.6164
3,Canada,A,0,Group stage,402.1603,669.7189,4,-4.1806
4,United States of America,A,2,Group stage,453.9828,558.9193,4,-1.6396
5,England,S8_G2,14,Semifinalist,1131.8073,949.6341,8,1.4232
6,Australia,S8_G1,10,Super 8 stage,981.1525,812.4656,7,1.5061
7,Namibia,B,4,Group stage,475.4901,529.3688,4,-0.8419
8,Scotland,B,2,Group stage,463.5076,552.429,4,-1.3894
9,Oman,B,0,Group stage,423.6498,594.4669,4,-2.669
10,New Zealand,S8_G1,10,Finalist,1284.5956,1032.301,9,1.752
11,West Indies,S8_G2,10,Semifinalist,1223.3802,985.075,8,1.8618
12,Afghanistan,C,4,Group stage,556.8927,585.6305,4,-0.449
13,Uganda,C,0,Group stage,443.8778,749.1463,4,-4.7698
14,Papua New Guinea,C,2,Group stage,502.9738,639.4779,4,-2.1329
15,South Africa,S8_G2,10,Super 8 stage,954.8478,868.1127,7,0.7744
16,Sri Lanka,D,4,Group stage,522.613,503.6703,4,0.296
17,Bangladesh,S8_G1,6,Super 8 stage,865.3856,830.7422,7,0.3093
18,Netherlands,D,2,Group stage,494.1735,522.4214,4,-0.4414
19,Nepal,D,0,Group stage,426.1066,614.2741,4,-2.9401
