,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1250.0282,993.0973,9,1.7842
1,Pakistan,S8_G2,8,Super 8 stage,947.7319,823.3471,7,1.1106
2,Ireland,A,4,Group stage,527.1649,482.1466,4,0.7034
3,Canada,A,0,Group stage,395.8344,679.9855,4,-4.4399
4,United States of America,A,2,Group stage,451.3119,560.4374,4,-1.7051
5,England,S8_G2,14,Semifinalist,1131.8834,984.2937,8,1.153
6,Australia,S8_G1,10,Super 8 stage,987.0553,825.3376,7,1.4439
7,Namibia,B,2,Group stage,476.4572,552.7594,4,-1.1922
8,Scotland,B,4,Group stage,477.1014,551.7139,4,-1.1658
9,Oman,B,0,Group stage,440.1053,578.3482,4,-2.16
10,New Zealand,S8_G1,10,Finalist,1299.7174,1029.826,9,1.8742
11,West Indies,S8_G2,10,Semifinalist,1213.1094,976.6965,8,1.847
12,Afghanistan,C,4,Group stage,572.1126,594.5604,4,-0.3507
13,Uganda,C,0,Group stage,431.6293,753.6669,4,-5.0318
14,Papua New Guinea,C,2,Group stage,508.2098,653.4908,4,-2.27
15,South Africa,S8_G2,8,Super 8 stage,955.7295,870.4386,7,0.7615
16,Sri Lanka,D,4,Group stage,532.0755,479.2914,4,0.8248
17,Bangladesh,S8_G1,6,Super 8 stage,852.3763,841.2398,7,0.0994
18,Netherlands,D,2,Group stage,496.9773,538.0017,4,-0.641
19,Nepal,D,0,Group stage,448.3858,626.318,4,-2.7802
