,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1243.8698,989.0708,9,1.7694
1,Pakistan,S8_G2,6,Super 8 stage,955.5438,818.4576,7,1.224
2,Ireland,A,4,Group stage,501.3091,487.1476,4,0.2213
3,Canada,A,0,Group stage,393.0228,653.0005,4,-4.0622
4,United States of America,A,2,Group stage,442.8608,571.4451,4,-2.0091
5,England,S8_G2,12,Semifinalist,1135.4501,965.3568,8,1.3289
6,Australia,S8_G1,12,Finalist,1234.0052,1066.555,9,1.1628
7,Namibia,B,4,Group stage,471.5249,538.0823,4,-1.04
8,Scotland,B,2,Group stage,470.7787,553.9651,4,-1.2998
9,Oman,B,0,Group stage,454.5858,608.2597,4,-2.4012
10,New Zealand,S8_G1,10,Super 8 stage,1017.9989,785.0976,7,2.0795
11,West Indies,S8_G2,12,Semifinalist,1218.1595,955.4832,8,2.0522
12,Afghanistan,C,4,Group stage,565.9861,552.5834,4,0.2094
13,Uganda,C,0,Group stage,416.5839,727.5916,4,-4.8595
14,Papua New Guinea,C,2,Group stage,484.2524,660.7215,4,-2.7573
15,South Africa,S8_G2,10,Super 8 stage,956.2255,867.5943,7,0.7913
16,Sri Lanka,D,4,Group stage,526.5832,477.1865,4,0.7718
17,Bangladesh,S8_G1,6,Super 8 stage,864.1591,834.4615,7,0.2652
18,Netherlands,D,2,Group stage,486.111,542.0869,4,-0.8746
19,Nepal,D,0,Group stage,423.9427,608.8061,4,-2.8885
