,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1256.4508,1011.6804,9,1.6998
1,Pakistan,S8_G2,6,Super 8 stage,964.9801,828.8575,7,1.2154
2,Ireland,A,4,Group stage,529.5027,479.4565,4,0.782
3,Canada,A,0,Group stage,376.9227,683.2956,4,-4.7871
4,United States of America,A,2,Group stage,456.0872,568.2137,4,-1.752
5,England,S8_G2,12,Champion,1264.6035,1097.4616,9,1.1607
6,Australia,S8_G1,12,Semifinalist,1116.7513,931.7036,8,1.4457
7,Namibia,B,4,Group stage,460.3318,531.5581,4,-1.1129
8,Scotland,B,2,Group stage,459.7185,529.9514,4,-1.0974
9,Oman,B,0,Group stage,424.996,602.1179,4,-2.7675
10,New Zealand,S8_G1,10,Super 8 stage,1035.5398,788.2854,7,2.2076
11,West Indies,S8_G2,10,Semifinalist,1214.7642,982.2705,8,1.8164
12,Afghanistan,C,4,Group stage,584.7763,596.3729,4,-0.1812
13,Uganda,C,0,Group stage,432.2919,756.1641,4,-5.0605
14,Papua New Guinea,C,2,Group stage,510.2849,634.4056,4,-1.9394
15,South Africa,S8_G2,10,Super 8 stage,966.6219,854.2352,7,1.0035
16,Sri Lanka,D,4,Group stage,536.8231,481.0878,4,0.8709
17,Bangladesh,S8_G1,6,Super 8 stage,871.2737,842.7986,7,0.2542
18,Netherlands,D,2,Group stage,479.1095,539.0457,4,-0.9365
19,Nepal,D,0,Group stage,410.9058,613.7736,4,-3.1698
