,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.0578,1007.8094,9,1.7309
1,Pakistan,S8_G2,8,Super 8 stage,955.2383,822.6664,7,1.1837
2,Ireland,A,4,Group stage,530.835,487.7628,4,0.673
3,Canada,A,0,Group stage,391.1613,672.9479,4,-4.4029
4,United States of America,A,2,Group stage,454.254,570.5221,4,-1.8167
5,England,S8_G2,12,Finalist,1264.2742,1101.3495,9,1.1314
6,Australia,S8_G1,12,Semifinalist,1115.7468,940.5127,8,1.369
7,Namibia,B,2,Group stage,457.6928,538.2173,4,-1.2582
8,Scotland,B,4,Group stage,471.6557,535.9543,4,-1.0047
9,Oman,B,0,Group stage,439.6667,586.2185,4,-2.2899
10,New Zealand,S8_G1,10,Super 8 stage,1043.013,790.4474,7,2.255
11,West Indies,S8_G2,10,Semifinalist,1208.4675,994.1449,8,1.6744
12,Afghanistan,C,4,Group stage,588.6563,602.4698,4,-0.2158
13,Uganda,C,0,Group stage,465.9892,770.5843,4,-4.7593
14,Papua New Guinea,C,2,Group stage,509.5878,648.3876,4,-2.1687
15,South Africa,S8_G2,8,Super 8 stage,954.3841,850.2155,7,0.9301
16,Sri Lanka,S8_G1,6,Super 8 stage,876.8567,890.5376,7,-0.1222
17,Bangladesh,D,4,Group stage,504.6707,456.2529,4,0.7565
18,Netherlands,D,2,Group stage,482.2564,519.1654,4,-0.5767
19,Nepal,D,0,Group stage,428.2343,613.5322,4,-2.8953
