,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1263.3505,1010.4491,9,1.7563
1,Pakistan,S8_G2,8,Super 8 stage,956.7917,804.2354,7,1.3621
2,Ireland,A,4,Group stage,526.466,485.5108,4,0.6399
3,Canada,A,0,Group stage,387.487,711.8363,4,-5.068
4,United States of America,A,2,Group stage,464.6226,555.2006,4,-1.4153
5,England,S8_G2,12,Semifinalist,1140.2732,948.3979,8,1.499
6,Australia,S8_G1,10,Super 8 stage,974.8457,807.951,7,1.4901
7,Namibia,B,2,Group stage,450.0079,544.2787,4,-1.473
8,Scotland,B,4,Group stage,485.3105,551.1268,4,-1.0284
9,Oman,B,0,Group stage,431.1132,591.7482,4,-2.5099
10,New Zealand,S8_G1,10,Finalist,1318.6903,1033.6315,9,1.9796
11,West Indies,S8_G2,12,Semifinalist,1219.1921,969.0174,8,1.9545
12,Afghanistan,C,4,Group stage,560.9816,614.9527,4,-0.8433
13,Uganda,C,0,Group stage,464.414,746.2384,4,-4.4035
14,Papua New Guinea,C,2,Group stage,473.1608,659.0801,4,-2.905
15,South Africa,S8_G2,8,Super 8 stage,945.7488,878.8686,7,0.5971
16,Sri Lanka,D,4,Group stage,535.6082,492.4269,4,0.6747
17,Bangladesh,S8_G1,6,Super 8 stage,873.7866,856.0243,7,0.1586
18,Netherlands,D,2,Group stage,510.6572,535.9869,4,-0.3958
19,Nepal,D,0,Group stage,439.5603,625.1065,4,-2.8992
