,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1246.7923,980.7122,9,1.8478
1,Pakistan,S8_G2,8,Super 8 stage,950.1394,821.1831,7,1.1514
2,Ireland,A,4,Group stage,532.3487,497.0229,4,0.552
3,Canada,A,0,Group stage,390.2605,665.2735,4,-4.2971
4,United States of America,A,2,Group stage,443.296,556.2961,4,-1.7656
5,England,S8_G2,14,Finalist,1278.2827,1091.3078,9,1.2984
6,Australia,S8_G1,8,Super 8 stage,978.259,824.5534,7,1.3724
7,Namibia,B,2,Group stage,460.0961,539.2142,4,-1.2362
8,Scotland,B,4,Group stage,467.0219,529.603,4,-0.9778
9,Oman,B,0,Group stage,440.4011,593.0485,4,-2.3851
10,New Zealand,S8_G1,12,Semifinalist,1158.5336,911.1643,8,1.9326
11,West Indies,S8_G2,8,Super 8 stage,1087.8544,857.7331,7,2.0547
12,Afghanistan,C,4,Group stage,574.9496,609.4458,4,-0.539
13,Uganda,C,0,Group stage,447.141,755.4277,4,-4.817
14,Papua New Guinea,C,2,Group stage,514.0779,637.9276,4,-1.9352
15,South Africa,S8_G2,10,Semifinalist,1077.3677,996.1683,8,0.6344
16,Sri Lanka,D,4,Group stage,528.0812,482.6028,4,0.7106
17,Bangladesh,S8_G1,6,Super 8 stage,858.4776,839.1834,7,0.1723
18,Netherlands,D,2,Group stage,488.0845,531.4871,4,-0.6782
19,Nepal,D,0,Group stage,418.3477,620.4582,4,-3.158
