,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1267.575,1009.9349,9,1.7892
1,Pakistan,S8_G2,10,Super 8 stage,967.1064,809.428,7,1.4078
2,Ireland,A,4,Group stage,514.8966,484.5249,4,0.4746
3,Canada,A,0,Group stage,378.121,676.1061,4,-4.656
4,United States of America,A,2,Group stage,436.6981,554.1565,4,-1.8353
5,England,S8_G2,12,Semifinalist,1127.0426,963.7255,8,1.2759
6,Australia,S8_G1,14,Semifinalist,1106.5604,939.4336,8,1.3057
7,Namibia,B,4,Group stage,467.6126,533.1219,4,-1.0236
8,Scotland,B,2,Group stage,478.7697,539.5484,4,-0.9497
9,Oman,B,0,Group stage,421.2172,590.0477,4,-2.638
10,New Zealand,S8_G1,8,Super 8 stage,1056.4909,775.6232,7,2.5077
11,West Indies,S8_G2,10,Finalist,1379.7156,1110.213,9,1.8715
12,Afghanistan,C,4,Group stage,560.0124,604.6658,4,-0.6977
13,Uganda,C,0,Group stage,434.8596,759.5169,4,-5.0728
14,Papua New Guinea,C,2,Group stage,478.2849,636.447,4,-2.4713
15,South Africa,S8_G2,8,Super 8 stage,950.5259,868.8322,7,0.7294
16,Sri Lanka,D,4,Group stage,534.1017,488.6621,4,0.71
17,Bangladesh,S8_G1,6,Super 8 stage,848.999,846.7819,7,0.0198
18,Netherlands,D,2,Group stage,508.3135,544.5826,4,-0.5667
19,Nepal,D,0,Group stage,439.3919,620.9425,4,-2.8367
