,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1233.593,992.7855,9,1.6723
1,Pakistan,S8_G2,8,Super 8 stage,935.6689,791.4939,7,1.2873
2,Ireland,A,4,Group stage,499.3779,476.0691,4,0.3642
3,Canada,A,0,Group stage,370.8514,635.4774,4,-4.1348
4,United States of America,A,2,Group stage,441.4528,568.3471,4,-1.9827
5,England,S8_G2,14,Semifinalist,1140.2008,953.0137,8,1.4624
6,Australia,S8_G1,10,Super 8 stage,983.8709,816.4261,7,1.495
7,Namibia,B,4,Group stage,482.7789,538.7475,4,-0.8745
8,Scotland,B,2,Group stage,463.9855,554.6069,4,-1.416
9,Oman,B,0,Group stage,425.433,585.8627,4,-2.5067
10,New Zealand,S8_G1,12,Finalist,1310.1883,1045.0205,9,1.8414
11,West Indies,S8_G2,10,Semifinalist,1245.9037,982.6463,8,2.0567
12,Afghanistan,C,4,Group stage,587.6158,600.9706,4,-0.2087
13,Uganda,C,0,Group stage,437.306,770.6092,4,-5.2079
14,Papua New Guinea,C,2,Group stage,502.0551,660.2703,4,-2.4721
15,South Africa,S8_G2,8,Super 8 stage,965.796,860.0833,7,0.9439
16,Sri Lanka,S8_G1,6,Super 8 stage,876.2877,885.7703,7,-0.0847
17,Bangladesh,D,4,Group stage,516.8361,467.0993,4,0.7771
18,Netherlands,D,2,Group stage,500.9511,544.4031,4,-0.6789
19,Nepal,D,0,Group stage,434.5978,625.048,4,-2.9758
