,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.9836,995.2704,9,1.8244
1,Pakistan,S8_G2,6,Super 8 stage,955.9152,807.3206,7,1.3267
2,Ireland,A,4,Group stage,520.1231,481.8277,4,0.5984
3,Canada,A,0,Group stage,374.0455,687.7613,4,-4.9018
4,United States of America,A,2,Group stage,442.2207,548.0417,4,-1.6535
5,England,S8_G2,12,Finalist,1270.0069,1091.0813,9,1.2425
6,Australia,S8_G1,12,Semifinalist,1111.5723,937.6856,8,1.3585
7,Namibia,B,2,Group stage,458.3528,552.0763,4,-1.4644
8,Scotland,B,4,Group stage,464.6093,534.9715,4,-1.0994
9,Oman,B,0,Group stage,432.5164,582.611,4,-2.3452
10,New Zealand,S8_G1,10,Super 8 stage,1022.2934,793.3843,7,2.0438
11,West Indies,S8_G2,8,Super 8 stage,1091.9811,846.934,7,2.1879
12,Afghanistan,C,4,Group stage,572.1646,563.4548,4,0.1361
13,Uganda,C,0,Group stage,447.9219,766.7406,4,-4.9815
14,Papua New Guinea,C,2,Group stage,466.1571,634.2255,4,-2.6261
15,South Africa,S8_G2,12,Semifinalist,1068.6326,983.1876,8,0.6675
16,Sri Lanka,D,4,Group stage,511.2371,481.2644,4,0.4683
17,Bangladesh,S8_G1,6,Super 8 stage,854.7496,829.737,7,0.2233
18,Netherlands,D,2,Group stage,493.4958,534.3502,4,-0.6384
19,Nepal,D,0,Group stage,428.781,592.8344,4,-2.5633
