,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1262.0144,1005.8349,9,1.779
1,Pakistan,S8_G2,8,Super 8 stage,934.8189,822.4747,7,1.0031
2,Ireland,A,4,Group stage,500.1593,483.1621,4,0.2656
3,Canada,A,0,Group stage,388.9185,642.3518,4,-3.9599
4,United States of America,A,2,Group stage,445.9102,556.9377,4,-1.7348
5,England,S8_G2,12,Semifinalist,1131.7869,966.6607,8,1.29
6,Australia,S8_G1,10,Super 8 stage,980.5754,813.1,7,1.4953
7,Namibia,B,2,Group stage,464.1196,538.8822,4,-1.1682
8,Scotland,B,4,Group stage,460.9561,546.0938,4,-1.3303
9,Oman,B,0,Group stage,439.809,579.4667,4,-2.1822
10,New Zealand,S8_G1,12,Finalist,1281.8732,1020.647,9,1.8141
11,West Indies,S8_G2,10,Semifinalist,1229.5043,988.1168,8,1.8858
12,Afghanistan,C,4,Group stage,599.0999,572.6636,4,0.4131
13,Uganda,C,0,Group stage,437.2693,798.1774,4,-5.6392
14,Papua New Guinea,C,2,Group stage,501.7747,646.5516,4,-2.2621
15,South Africa,S8_G2,8,Super 8 stage,954.8089,875.3109,7,0.7098
16,Sri Lanka,D,4,Group stage,520.2303,484.9122,4,0.5518
17,Bangladesh,S8_G1,6,Super 8 stage,849.8306,852.6692,7,-0.0253
18,Netherlands,D,2,Group stage,500.6672,520.3494,4,-0.3075
19,Nepal,D,0,Group stage,441.7352,611.4993,4,-2.6526
