,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1256.9909,999.155,9,1.7905
1,Pakistan,S8_G2,8,Super 8 stage,957.5457,810.7354,7,1.3108
2,Ireland,A,4,Group stage,494.9607,477.1353,4,0.2785
3,Canada,A,0,Group stage,398.3492,681.8862,4,-4.4303
4,United States of America,A,2,Group stage,434.8442,550.2918,4,-1.8039
5,England,S8_G2,12,Finalist,1266.9471,1097.0335,9,1.18
6,Australia,S8_G1,12,Semifinalist,1107.9101,941.9292,8,1.2967
7,Namibia,B,4,Group stage,461.4932,545.6361,4,-1.3147
8,Scotland,B,2,Group stage,467.1915,546.4468,4,-1.2384
9,Oman,B,0,Group stage,431.8823,570.1627,4,-2.1606
10,New Zealand,S8_G1,10,Super 8 stage,1034.5623,775.7898,7,2.3105
11,West Indies,S8_G2,10,Semifinalist,1240.9821,962.5418,8,2.1753
12,Afghanistan,C,4,Group stage,546.2032,597.2668,4,-0.7979
13,Uganda,C,0,Group stage,422.4428,737.3045,4,-4.9197
14,Papua New Guinea,C,2,Group stage,491.7592,643.1687,4,-2.3658
15,South Africa,S8_G2,8,Super 8 stage,929.9917,887.6257,7,0.3783
16,Sri Lanka,D,4,Group stage,538.7558,474.0704,4,1.0107
17,Bangladesh,S8_G1,6,Super 8 stage,876.0209,847.9423,7,0.2507
18,Netherlands,D,2,Group stage,499.5518,542.3106,4,-0.6681
19,Nepal,D,0,Group stage,431.4016,601.3536,4,-2.6555
