,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1259.2628,990.9162,9,1.8635
1,Pakistan,S8_G2,8,Super 8 stage,957.9159,816.8344,7,1.2597
2,Ireland,A,4,Group stage,523.6164,474.7978,4,0.7628
3,Canada,A,0,Group stage,398.4151,677.2459,4,-4.3567
4,United States of America,A,2,Group stage,427.6754,581.2933,4,-2.4003
5,England,S8_G2,12,Semifinalist,1130.215,968.9443,8,1.2599
6,Australia,S8_G1,8,Super 8 stage,970.8775,817.9787,7,1.3652
7,Namibia,B,4,Group stage,461.2215,549.305,4,-1.3763
8,Scotland,B,2,Group stage,468.7373,548.1335,4,-1.2406
9,Oman,B,0,Group stage,448.6514,571.2485,4,-1.9156
10,New Zealand,S8_G1,12,Finalist,1298.7239,1044.7904,9,1.7634
11,West Indies,S8_G2,12,Semifinalist,1228.2086,971.6673,8,2.0042
12,Afghanistan,C,4,Group stage,576.675,612.5132,4,-0.56
13,Uganda,C,0,Group stage,443.5435,742.5993,4,-4.6727
14,Papua New Guinea,C,2,Group stage,489.6797,642.6054,4,-2.3895
15,South Africa,S8_G2,8,Super 8 stage,958.4057,876.8351,7,0.7283
16,Sri Lanka,D,4,Group stage,520.1152,466.8046,4,0.833
17,Bangladesh,S8_G1,6,Super 8 stage,846.2595,839.9565,7,0.0563
18,Netherlands,D,2,Group stage,496.8608,537.7054,4,-0.6382
19,Nepal,D,0,Group stage,443.9819,616.8673,4,-2.7013
