,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1264.2758,1006.0082,9,1.7935
1,Pakistan,S8_G2,8,Super 8 stage,960.5228,813.791,7,1.3101
2,Ireland,A,4,Group stage,518.5395,484.1748,4,0.5369
3,Canada,A,0,Group stage,381.7515,670.0452,4,-4.5046
4,United States of America,A,2,Group stage,454.6863,566.8319,4,-1.7523
5,England,S8_G2,14,Semifinalist,1142.8219,950.5614,8,1.502
6,Australia,S8_G1,10,Finalist,1259.9649,1063.6423,9,1.3634
7,Namibia,B,2,Group stage,455.1074,550.7413,4,-1.4943
8,Scotland,B,4,Group stage,471.4035,547.7861,4,-1.1935
9,Oman,B,0,Group stage,434.1314,590.4986,4,-2.4432
10,New Zealand,S8_G1,8,Super 8 stage,1029.3579,790.6036,7,2.1317
11,West Indies,S8_G2,10,Semifinalist,1231.8733,990.8094,8,1.8833
12,Afghanistan,C,4,Group stage,569.867,628.2623,4,-0.9124
13,Uganda,C,0,Group stage,449.0975,718.1376,4,-4.2038
14,Papua New Guinea,C,2,Group stage,482.2114,643.9565,4,-2.5273
15,South Africa,S8_G2,10,Super 8 stage,961.3619,885.5548,7,0.6768
16,Sri Lanka,D,4,Group stage,528.5967,493.3862,4,0.5502
17,Bangladesh,S8_G1,6,Super 8 stage,871.9941,846.7884,7,0.2251
18,Netherlands,D,2,Group stage,514.3179,552.5363,4,-0.5972
19,Nepal,D,0,Group stage,449.0548,636.8217,4,-2.9339
