,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1261.2019,1012.1439,9,1.7296
1,Pakistan,S8_G2,8,Super 8 stage,941.9486,813.8023,7,1.1442
2,Ireland,A,4,Group stage,520.713,492.7634,4,0.4367
3,Canada,A,0,Group stage,404.538,670.1074,4,-4.1495
4,United States of America,A,2,Group stage,446.5926,567.7262,4,-1.8927
5,England,S8_G2,10,Semifinalist,1117.6119,957.3215,8,1.2523
6,Australia,S8_G1,10,Super 8 stage,969.012,818.8334,7,1.3409
7,Namibia,B,2,Group stage,454.7631,542.5706,4,-1.372
8,Scotland,B,2,Group stage,457.3809,543.1536,4,-1.3402
9,Oman,B,2,Group stage,440.8504,564.7107,4,-1.9353
10,New Zealand,S8_G1,10,Finalist,1278.2679,1040.8937,9,1.6484
11,West Indies,S8_G2,14,Semifinalist,1230.4734,975.4859,8,1.9921
12,Afghanistan,C,4,Group stage,595.2794,570.1316,4,0.3929
13,Uganda,C,0,Group stage,449.2178,748.5679,4,-4.6773
14,Papua New Guinea,C,2,Group stage,478.4066,658.3125,4,-2.811
15,South Africa,S8_G2,8,Super 8 stage,939.0863,868.2278,7,0.6327
16,Sri Lanka,D,4,Group stage,543.2397,486.2182,4,0.891
17,Bangladesh,S8_G1,6,Super 8 stage,861.0235,852.3881,7,0.0771
18,Netherlands,D,2,Group stage,500.2352,535.5989,4,-0.5526
19,Nepal,D,0,Group stage,425.651,596.5359,4,-2.6701
