,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1256.8552,992.4638,9,1.8361
1,Pakistan,S8_G2,8,Super 8 stage,975.5329,822.4916,7,1.3664
2,Ireland,A,4,Group stage,527.0066,503.7724,4,0.363
3,Canada,A,0,Group stage,410.8506,684.9125,4,-4.2822
4,United States of America,A,2,Group stage,456.5088,601.9447,4,-2.2724
5,England,S8_G2,14,Champion,1269.1033,1092.1387,9,1.2289
6,Australia,S8_G1,10,Super 8 stage,980.8455,809.9394,7,1.5259
7,Namibia,B,4,Group stage,475.4328,554.7934,4,-1.24
8,Scotland,B,2,Group stage,493.4584,560.4535,4,-1.0468
9,Oman,B,0,Group stage,443.8031,609.1176,4,-2.583
10,New Zealand,S8_G1,10,Semifinalist,1187.3109,921.8777,8,2.0737
11,West Indies,S8_G2,10,Semifinalist,1221.3015,995.0799,8,1.7674
12,Afghanistan,C,4,Group stage,580.9957,622.4241,4,-0.6473
13,Uganda,C,0,Group stage,449.1601,771.8794,4,-5.0425
14,Papua New Guinea,C,2,Group stage,524.9973,644.9608,4,-1.8744
15,South Africa,S8_G2,8,Super 8 stage,955.3893,879.2381,7,0.6799
16,Sri Lanka,D,4,Group stage,543.8916,484.5967,4,0.9265
17,Bangladesh,S8_G1,6,Super 8 stage,877.8282,843.9189,7,0.3028
18,Netherlands,D,2,Group stage,499.8927,540.5788,4,-0.6357
19,Nepal,D,0,Group stage,439.2874,632.8701,4,-3.0247
