,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1245.984,993.6402,9,1.7524
1,Pakistan,S8_G2,10,Semifinalist,1067.8584,951.8898,8,0.906
2,Ireland,A,4,Group stage,541.7161,496.5515,4,0.7057
3,Canada,A,0,Group stage,403.7701,692.9746,4,-4.5188
4,United States of America,A,2,Group stage,455.3965,551.7276,4,-1.5052
5,England,S8_G2,14,Finalist,1259.8833,1085.3961,9,1.2117
6,Australia,S8_G1,10,Super 8 stage,978.7003,802.6422,7,1.5719
7,Namibia,B,4,Group stage,474.44,527.0461,4,-0.822
8,Scotland,B,0,Group stage,453.7793,551.8032,4,-1.5316
9,Oman,B,2,Group stage,417.4888,567.9732,4,-2.3513
10,New Zealand,S8_G1,10,Semifinalist,1168.4244,911.6743,8,2.0059
11,West Indies,S8_G2,8,Super 8 stage,1102.6937,852.9922,7,2.2295
12,Afghanistan,C,4,Group stage,575.1269,588.8097,4,-0.2138
13,Uganda,C,0,Group stage,423.7623,766.8453,4,-5.3607
14,Papua New Guinea,C,2,Group stage,499.7266,642.9309,4,-2.2376
15,South Africa,S8_G2,8,Super 8 stage,954.1046,867.2606,7,0.7754
16,Sri Lanka,D,4,Group stage,528.8595,471.8441,4,0.8909
17,Bangladesh,S8_G1,6,Super 8 stage,859.8015,842.3011,7,0.1563
18,Netherlands,D,2,Group stage,501.6325,550.6362,4,-0.7657
19,Nepal,D,0,Group stage,420.7438,616.954,4,-3.0658
