,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1124.6669,888.5564,8,1.8446
1,Pakistan,S8_G2,8,Super 8 stage,935.0057,816.8568,7,1.0549
2,Ireland,A,4,Group stage,540.4353,503.2443,4,0.5811
3,Canada,A,0,Group stage,395.7101,669.8486,4,-4.2834
4,United States of America,A,2,Group stage,458.7605,556.1826,4,-1.5222
5,England,S8_G2,10,Finalist,1263.4012,1103.9866,9,1.107
6,Australia,S8_G1,12,Champion,1255.6272,1070.3369,9,1.2867
7,Namibia,B,2,Group stage,465.0271,532.5009,4,-1.0543
8,Scotland,B,4,Group stage,481.2562,555.4763,4,-1.1597
9,Oman,B,0,Group stage,430.6476,590.7382,4,-2.5014
10,New Zealand,S8_G1,10,Super 8 stage,1072.8997,784.6727,7,2.5735
11,West Indies,S8_G2,12,Semifinalist,1238.0054,984.2355,8,1.9826
12,Afghanistan,C,4,Group stage,560.5966,633.2472,4,-1.1352
13,Uganda,C,0,Group stage,452.6091,752.5225,4,-4.6861
14,Papua New Guinea,C,2,Group stage,509.0497,659.2219,4,-2.3464
15,South Africa,S8_G2,8,Super 8 stage,965.8189,871.7456,7,0.8399
16,Sri Lanka,D,4,Group stage,527.4889,475.4642,4,0.8129
17,Bangladesh,S8_G1,6,Super 8 stage,861.6807,851.7659,7,0.0885
18,Netherlands,D,2,Group stage,485.9963,546.9231,4,-0.952
19,Nepal,D,0,Group stage,426.0642,603.221,4,-2.7681
