,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1263.1003,1006.4654,9,1.7822
1,Pakistan,S8_G2,6,Super 8 stage,949.0178,806.1026,7,1.276
2,Ireland,A,4,Group stage,510.8126,489.1795,4,0.338
3,Canada,A,0,Group stage,401.2303,667.1855,4,-4.1556
4,United States of America,A,2,Group stage,436.3669,572.7871,4,-2.1316
5,England,S8_G2,12,Finalist,1268.5211,1095.192,9,1.2037
6,Australia,S8_G1,12,Semifinalist,1103.3878,933.8531,8,1.3245
7,Namibia,B,4,Group stage,470.3128,533.6014,4,-0.9889
8,Scotland,B,2,Group stage,467.8929,544.9848,4,-1.2046
9,Oman,B,0,Group stage,429.8397,583.2449,4,-2.397
10,New Zealand,S8_G1,10,Super 8 stage,1045.0753,796.5797,7,2.2187
11,West Indies,S8_G2,10,Semifinalist,1232.5558,968.4639,8,2.0632
12,Afghanistan,C,4,Group stage,561.3836,600.387,4,-0.6094
13,Uganda,C,0,Group stage,444.1256,749.0057,4,-4.7638
14,Papua New Guinea,C,2,Group stage,482.4623,645.6063,4,-2.5491
15,South Africa,S8_G2,10,Super 8 stage,952.1407,873.308,7,0.7039
16,Sri Lanka,D,4,Group stage,522.2418,471.1583,4,0.7982
17,Bangladesh,S8_G1,6,Super 8 stage,858.8364,844.3134,7,0.1297
18,Netherlands,D,2,Group stage,479.894,539.7906,4,-0.9359
19,Nepal,D,0,Group stage,437.8045,595.793,4,-2.4686
