,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1111.1858,876.1341,8,1.8363
1,Pakistan,S8_G2,8,Super 8 stage,965.694,811.2382,7,1.3791
2,Ireland,A,4,Group stage,527.5504,478.4573,4,0.7671
3,Canada,A,0,Group stage,361.5547,664.779,4,-4.7379
4,United States of America,A,2,Group stage,440.2155,546.7114,4,-1.664
5,England,S8_G2,12,Champion,1260.5932,1075.474,9,1.2855
6,Australia,S8_G1,10,Super 8 stage,982.6977,826.7198,7,1.3927
7,Namibia,B,2,Group stage,457.7121,527.7322,4,-1.0941
8,Scotland,B,4,Group stage,463.25,533.1434,4,-1.0921
9,Oman,B,0,Group stage,441.0824,598.1462,4,-2.4541
10,New Zealand,S8_G1,10,Finalist,1301.3821,1056.9216,9,1.6976
11,West Indies,S8_G2,12,Semifinalist,1221.5568,977.3644,8,1.9078
12,Afghanistan,C,4,Group stage,588.1828,606.4392,4,-0.2853
13,Uganda,C,0,Group stage,459.0087,759.282,4,-4.6918
14,Papua New Guinea,C,2,Group stage,488.197,650.7098,4,-2.5393
15,South Africa,S8_G2,8,Super 8 stage,938.277,856.5926,7,0.7293
16,Sri Lanka,D,4,Group stage,525.4872,471.0809,4,0.8501
17,Bangladesh,S8_G1,6,Super 8 stage,846.6093,844.6729,7,0.0173
18,Netherlands,D,2,Group stage,493.7653,520.9097,4,-0.4241
19,Nepal,D,0,Group stage,419.6292,611.1224,4,-2.9921
