,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1267.8136,1002.7285,9,1.8409
1,Pakistan,S8_G2,8,Super 8 stage,957.8369,814.0465,7,1.2838
2,Ireland,A,4,Group stage,538.1899,487.9706,4,0.7847
3,Canada,A,0,Group stage,381.4442,683.0888,4,-4.7132
4,United States of America,A,2,Group stage,444.1013,569.5664,4,-1.9604
5,England,S8_G2,12,Semifinalist,1128.7784,955.9374,8,1.3503
6,Australia,S8_G1,12,Finalist,1252.4954,1087.6836,9,1.1445
7,Namibia,B,2,Group stage,462.2749,541.0411,4,-1.2307
8,Scotland,B,4,Group stage,474.6706,541.5555,4,-1.0451
9,Oman,B,0,Group stage,433.9928,589.2014,4,-2.4251
10,New Zealand,S8_G1,10,Super 8 stage,1064.4802,787.9313,7,2.4692
11,West Indies,S8_G2,10,Semifinalist,1211.7708,1002.8186,8,1.6324
12,Afghanistan,C,4,Group stage,582.6404,612.505,4,-0.4666
13,Uganda,C,0,Group stage,449.5531,771.8397,4,-5.0357
14,Papua New Guinea,C,2,Group stage,523.4246,644.487,4,-1.8916
15,South Africa,S8_G2,8,Super 8 stage,965.8454,857.3485,7,0.9687
16,Sri Lanka,S8_G1,6,Super 8 stage,881.0338,889.6901,7,-0.0773
17,Bangladesh,D,4,Group stage,521.2575,454.2098,4,1.0476
18,Netherlands,D,2,Group stage,503.1594,538.0013,4,-0.5444
19,Nepal,D,0,Group stage,421.0245,634.1365,4,-3.3299
