,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1263.2215,1007.295,9,1.7773
1,Pakistan,S8_G2,6,Super 8 stage,962.1848,811.9821,7,1.3411
2,Ireland,A,4,Group stage,511.8817,480.3645,4,0.4925
3,Canada,A,0,Group stage,390.3863,663.1387,4,-4.2618
4,United States of America,A,2,Group stage,416.8066,560.1132,4,-2.2392
5,England,S8_G2,14,Champion,1278.5306,1084.2147,9,1.3494
6,Australia,S8_G1,10,Super 8 stage,976.1053,815.5994,7,1.4331
7,Namibia,B,4,Group stage,462.9114,531.5772,4,-1.0729
8,Scotland,B,2,Group stage,456.7346,558.8604,4,-1.5957
9,Oman,B,0,Group stage,443.024,583.0174,4,-2.1874
10,New Zealand,S8_G1,10,Semifinalist,1178.3807,920.5324,8,2.0144
11,West Indies,S8_G2,10,Semifinalist,1230.5652,984.9274,8,1.919
12,Afghanistan,C,4,Group stage,549.4262,580.1114,4,-0.4795
13,Uganda,C,0,Group stage,455.074,743.3851,4,-4.5049
14,Papua New Guinea,C,2,Group stage,489.5968,664.8379,4,-2.7381
15,South Africa,S8_G2,10,Super 8 stage,956.708,874.717,7,0.7321
16,Sri Lanka,D,4,Group stage,518.7054,482.6632,4,0.5632
17,Bangladesh,S8_G1,6,Super 8 stage,850.8355,838.1439,7,0.1133
18,Netherlands,D,2,Group stage,497.4259,524.4434,4,-0.4221
19,Nepal,D,0,Group stage,429.1523,607.7326,4,-2.7903
